id,recommended_place,state,budget_preference,original_budget_preference,budget_changed,budget_confidence,budget_audit_reason,activity_interest,trip_duration,group_type,transportation_preference,accommodation_preference,destination_type,category,record_type,rating_imputed,price_myr_imputed,price_range_imputed,place_name,city,rating,rating_was_imputed,price_myr,price_range,duration,latitude,longitude,booking_link,source,original_recommended_place,original_place_name,original_category,original_destination_type,original_activity_interest,original_price_range,original_price_range_imputed,include_for_generator,price_basis_clean,data_quality_flags,display_name,is_famous,has_real_website
5519,Bukit Batu Nyiur Sepohon,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Public Transport,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Batu Nyiur Sepohon,,,True,0.0,Free,,4.4271713,103.4544808,https://www.google.com/maps/search/Bukit+Batu+Nyiur+Sepohon+Terengganu,OSM,Bukit Batu Nyiur Sepohon,Bukit Batu Nyiur Sepohon,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Batu Nyiur Sepohon,False,False
5520,Bukit Bandi,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Public Transport,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Bandi,,,True,0.0,Free,,4.1866841,103.1725139,https://www.google.com/maps/search/Bukit+Bandi+Terengganu,OSM,Bukit Bandi,Bukit Bandi,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bandi,False,False
5521,Welcome To Fraser'S Hill Arch,Selangor,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.9,0.0,Free,Welcome To Fraser'S Hill Arch,,,True,0.0,Free,,3.6926652,101.7484329,https://www.google.com/maps/search/Welcome+To+Fraser'S+Hill+Arch+Selangor,OSM,Welcome To Fraser'S Hill Arch,Welcome To Fraser'S Hill Arch,Sightseeing & Tours,Highland & Nature,Sightseeing,Free,Free,True,source_price,category_reclassified_by_keyword,Welcome To Fraser'S Hill Arch,False,False
5522,Wildlife Park,Selangor,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Group of Friends,Car/Self-Drive,Hostel,Eco & Wildlife,Nature & Outdoors,attraction,4.7,0.0,Free,Wildlife Park,,,True,0.0,Free,,3.0693128,101.6056527,https://www.google.com/maps/search/Wildlife+Park+Selangor,OSM,Wildlife Park,Wildlife Park,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Free,Free,True,source_price,category_reclassified_by_keyword,Wildlife Park,False,False
5523,Worldwide Landfills Park,Selangor,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Public Transport,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,0.0,Free,Worldwide Landfills Park,,,True,0.0,Free,,3.0003385,101.6612092,https://www.google.com/maps/search/Worldwide+Landfills+Park+Selangor,OSM,Worldwide Landfills Park,Worldwide Landfills Park,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Worldwide Landfills Park,False,False
5524,Bukit Batu Bertindan,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Batu Bertindan,,,True,0.0,Free,,5.5463548,102.7706408,https://www.google.com/maps/search/Bukit+Batu+Bertindan+Terengganu,OSM,Bukit Batu Bertindan,Bukit Batu Bertindan,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Batu Bertindan,False,False
5525,Park M Residence,Selangor,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.1,0.0,Free,Park M Residence,,,True,0.0,Free,,3.3197187,101.5072067,https://www.google.com/maps/search/Park+M+Residence+Selangor,OSM,Park M Residence,Park M Residence,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Park M Residence,False,False
5526,Taman Desa Bestari,Selangor,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Taman Desa Bestari,,,True,0.0,Free,,2.8028584,101.7511734,https://www.google.com/maps/search/Taman+Desa+Bestari+Selangor,OSM,Taman Desa Bestari,Taman Desa Bestari,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Taman Desa Bestari,False,False
5527,Bukit Besar,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Besar,,,True,0.0,Free,,5.7958591,103.0064985,https://www.google.com/maps/search/Bukit+Besar+Terengganu,OSM,Bukit Besar,Bukit Besar,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Besar,False,False
5528,Bukit Betong,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Betong,,,True,0.0,Free,,4.7771399,103.1460321,https://www.google.com/maps/search/Bukit+Betong+Terengganu,OSM,Bukit Betong,Bukit Betong,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Betong,False,False
5529,Bukit Betung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Solo,Taxi/Grab,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Betung,,,True,0.0,Free,,4.8328099,103.1109928,https://www.google.com/maps/search/Bukit+Betung+Terengganu,OSM,Bukit Betung,Bukit Betung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Betung,False,False
5530,Bukit Bidung Darat,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Bidung Darat,,,True,0.0,Free,,5.4970442,102.9522318,https://www.google.com/maps/search/Bukit+Bidung+Darat+Terengganu,OSM,Bukit Bidung Darat,Bukit Bidung Darat,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bidung Darat,False,False
5531,Bukit Bintang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Family,Public Transport,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Bintang,,,True,0.0,Free,,5.6305282,102.6475838,https://www.google.com/maps/search/Bukit+Bintang+Terengganu,OSM,Bukit Bintang,Bukit Bintang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bintang,False,False
5532,Bukit Bongkok,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Taxi/Grab,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Bongkok,,,True,0.0,Free,,5.6102734,102.461468,https://www.google.com/maps/search/Bukit+Bongkok+Terengganu,OSM,Bukit Bongkok,Bukit Bongkok,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bongkok,False,False
5533,Bukit Botok,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Botok,,,True,0.0,Free,,5.3037811,103.135078,https://www.google.com/maps/search/Bukit+Botok+Terengganu,OSM,Bukit Botok,Bukit Botok,Sightseeing & Tours,Highland & Nature,Sightseeing,Free,Free,True,source_price,category_reclassified_by_keyword,Bukit Botok,False,False
5534,Bukit Belatan,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Belatan,,,True,0.0,Free,,5.6418031,102.5978315,https://www.google.com/maps/search/Bukit+Belatan+Terengganu,OSM,Bukit Belatan,Bukit Belatan,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Belatan,False,False
5535,Bukit Bulat Mati,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Group of Friends,Public Transport,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Bulat Mati,,,True,0.0,Free,,4.5555193,102.9863602,https://www.google.com/maps/search/Bukit+Bulat+Mati+Terengganu,OSM,Bukit Bulat Mati,Bukit Bulat Mati,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bulat Mati,False,False
5536,Bukit Buluh,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Buluh,,,True,0.0,Free,,5.2117838,103.1457183,https://www.google.com/maps/search/Bukit+Buluh+Terengganu,OSM,Bukit Buluh,Bukit Buluh,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Buluh,False,False
5537,Bukit Buluh Akar,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Family,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Buluh Akar,,,True,0.0,Free,,5.1725652,102.8846401,https://www.google.com/maps/search/Bukit+Buluh+Akar+Terengganu,OSM,Bukit Buluh Akar,Bukit Buluh Akar,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Buluh Akar,False,False
5538,Bukit Buluh Nipis,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Buluh Nipis,,,True,0.0,Free,,4.8160348,103.0698359,https://www.google.com/maps/search/Bukit+Buluh+Nipis+Terengganu,OSM,Bukit Buluh Nipis,Bukit Buluh Nipis,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Buluh Nipis,False,False
5539,Bukit Bunut,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Solo,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Bunut,,,True,0.0,Free,,5.1598965,103.1513013,https://www.google.com/maps/search/Bukit+Bunut+Terengganu,OSM,Bukit Bunut,Bukit Bunut,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bunut,False,False
5540,Bukit Cahat,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Cahat,,,True,0.0,Free,,5.2157611,102.9056203,https://www.google.com/maps/search/Bukit+Cahat+Terengganu,OSM,Bukit Cahat,Bukit Cahat,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Cahat,False,False
5541,Bukit Cangkul,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Cangkul,,,True,0.0,Free,,4.6794496,103.4399056,https://www.google.com/maps/search/Bukit+Cangkul+Terengganu,OSM,Bukit Cangkul,Bukit Cangkul,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Cangkul,False,False
5542,Bukit Beruk,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Beruk,,,True,0.0,Free,,5.2051567,102.944684,https://www.google.com/maps/search/Bukit+Beruk+Terengganu,OSM,Bukit Beruk,Bukit Beruk,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Beruk,False,False
5543,Bukit Aguh,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Aguh,,,True,0.0,Free,,5.1731102,102.8087845,https://www.google.com/maps/search/Bukit+Aguh+Terengganu,OSM,Bukit Aguh,Bukit Aguh,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Aguh,False,False
5544,Bukit Ajil,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Family,Taxi/Grab,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Ajil,,,True,0.0,Free,,5.096047,103.1009951,https://www.google.com/maps/search/Bukit+Ajil+Terengganu,OSM,Bukit Ajil,Bukit Ajil,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Ajil,False,False
5545,Bukit Akar,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Akar,,,True,0.0,Free,,5.6150142,102.6113176,https://www.google.com/maps/search/Bukit+Akar+Terengganu,OSM,Bukit Akar,Bukit Akar,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Akar,False,False
5546,Bukit Akung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Solo,Taxi/Grab,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Akung,,,True,0.0,Free,,4.0419527,103.1634584,https://www.google.com/maps/search/Bukit+Akung+Terengganu,OSM,Bukit Akung,Bukit Akung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Akung,False,False
5547,Bukit Alur Lesung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Public Transport,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Alur Lesung,,,True,0.0,Free,,5.0332451,103.0122103,https://www.google.com/maps/search/Bukit+Alur+Lesung+Terengganu,OSM,Bukit Alur Lesung,Bukit Alur Lesung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Alur Lesung,False,False
5548,Bukit Anak Ring,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Anak Ring,,,True,0.0,Free,,5.2210103,103.1687538,https://www.google.com/maps/search/Bukit+Anak+Ring+Terengganu,OSM,Bukit Anak Ring,Bukit Anak Ring,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Anak Ring,False,False
5549,Bukit Angga,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Angga,,,True,0.0,Free,,5.6064795,102.4889802,https://www.google.com/maps/search/Bukit+Angga+Terengganu,OSM,Bukit Angga,Bukit Angga,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Angga,False,False
5550,Bukit Bubus,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Bubus,,,True,0.0,Free,,5.7899949,102.6172292,https://www.google.com/maps/search/Bukit+Bubus+Terengganu,OSM,Bukit Bubus,Bukit Bubus,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bubus,False,False
5551,Bukit Apit,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Public Transport,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Apit,,,True,0.0,Free,,5.0883046,103.105005,https://www.google.com/maps/search/Bukit+Apit+Terengganu,OSM,Bukit Apit,Bukit Apit,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Apit,False,False
5552,Bukit Arung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Taxi/Grab,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Arung,,,True,0.0,Free,,4.9327432,102.673856,https://www.google.com/maps/search/Bukit+Arung+Terengganu,OSM,Bukit Arung,Bukit Arung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Arung,False,False
5553,Bukit Ayoh,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Ayoh,,,True,0.0,Free,,4.6056528,103.2180762,https://www.google.com/maps/search/Bukit+Ayoh+Terengganu,OSM,Bukit Ayoh,Bukit Ayoh,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Ayoh,False,False
5554,Bukit Bading,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Bading,,,True,0.0,Free,,5.0014224,103.1669319,https://www.google.com/maps/search/Bukit+Bading+Terengganu,OSM,Bukit Bading,Bukit Bading,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bading,False,False
5555,Bukit Bakung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Group of Friends,Public Transport,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Bakung,,,True,0.0,Free,,4.9763265,103.0704018,https://www.google.com/maps/search/Bukit+Bakung+Terengganu,OSM,Bukit Bakung,Bukit Bakung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bakung,False,False
5556,Bukit Balak,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Balak,,,True,0.0,Free,,4.8994067,103.0326841,https://www.google.com/maps/search/Bukit+Balak+Terengganu,OSM,Bukit Balak,Bukit Balak,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Balak,False,False
5557,Bukit Balik Hidung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Group of Friends,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Balik Hidung,,,True,0.0,Free,,5.0578076,103.0299754,https://www.google.com/maps/search/Bukit+Balik+Hidung+Terengganu,OSM,Bukit Balik Hidung,Bukit Balik Hidung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Balik Hidung,False,False
5558,Bukit Ading,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Public Transport,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Ading,,,True,0.0,Free,,4.9268642,103.0785048,https://www.google.com/maps/search/Bukit+Ading+Terengganu,OSM,Bukit Ading,Bukit Ading,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Ading,False,False
5559,Bukit Datu,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Datu,,,True,0.0,Free,,5.3320634,103.1035432,https://www.google.com/maps/search/Bukit+Datu+Terengganu,OSM,Bukit Datu,Bukit Datu,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Datu,False,False
5560,Bukit Datuk,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Datuk,,,True,0.0,Free,,4.7522308,103.0993643,https://www.google.com/maps/search/Bukit+Datuk+Terengganu,OSM,Bukit Datuk,Bukit Datuk,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Datuk,False,False
5561,Bukit Daun Lak,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Taxi/Grab,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Daun Lak,,,True,0.0,Free,,4.9802438,102.9037642,https://www.google.com/maps/search/Bukit+Daun+Lak+Terengganu,OSM,Bukit Daun Lak,Bukit Daun Lak,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Daun Lak,False,False
5562,Bukit Durian,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Family,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Durian,,,True,0.0,Free,,5.3880661,102.8161955,https://www.google.com/maps/search/Bukit+Durian+Terengganu,OSM,Bukit Durian,Bukit Durian,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Durian,False,False
5563,Bukit Durian Tarus,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Group of Friends,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Durian Tarus,,,True,0.0,Free,,4.9973009,103.1061282,https://www.google.com/maps/search/Bukit+Durian+Tarus+Terengganu,OSM,Bukit Durian Tarus,Bukit Durian Tarus,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Durian Tarus,False,False
5564,Bukit Gadut,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Family,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Gadut,,,True,0.0,Free,,4.4923709,103.3758652,https://www.google.com/maps/search/Bukit+Gadut+Terengganu,OSM,Bukit Gadut,Bukit Gadut,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gadut,False,False
5565,Bukit Geliga Che Akob,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Family,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Geliga Che Akob,,,True,0.0,Free,,4.213702,103.4329212,https://www.google.com/maps/search/Bukit+Geliga+Che+Akob+Terengganu,OSM,Bukit Geliga Che Akob,Bukit Geliga Che Akob,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Geliga Che Akob,False,False
5566,Bukit Che Sharif,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Family,Public Transport,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Che Sharif,,,True,0.0,Free,,5.0830682,103.2083237,https://www.google.com/maps/search/Bukit+Che+Sharif+Terengganu,OSM,Bukit Che Sharif,Bukit Che Sharif,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Che Sharif,False,False
5567,Bukit Gelugur,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Gelugur,,,True,0.0,Free,,5.2755098,102.9921005,https://www.google.com/maps/search/Bukit+Gelugur+Terengganu,OSM,Bukit Gelugur,Bukit Gelugur,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gelugur,False,False
5568,Bukit Gemuk,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Gemuk,,,True,0.0,Free,,4.2933475,103.4800529,https://www.google.com/maps/search/Bukit+Gemuk+Terengganu,OSM,Bukit Gemuk,Bukit Gemuk,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gemuk,False,False
5569,Bukit Gendang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Gendang,,,True,0.0,Free,,5.6661245,102.4009037,https://www.google.com/maps/search/Bukit+Gendang+Terengganu,OSM,Bukit Gendang,Bukit Gendang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gendang,False,False
5570,Bukit Gendang Kera,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Couple,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Gendang Kera,,,True,0.0,Free,,5.3745833,102.7972218,https://www.google.com/maps/search/Bukit+Gendang+Kera+Terengganu,OSM,Bukit Gendang Kera,Bukit Gendang Kera,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gendang Kera,False,False
5571,Bukit Genuak,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Genuak,,,True,0.0,Free,,5.6425291,102.5540578,https://www.google.com/maps/search/Bukit+Genuak+Terengganu,OSM,Bukit Genuak,Bukit Genuak,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Genuak,False,False
5572,Bukit Gong,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Gong,,,True,0.0,Free,,4.6675801,103.3526802,https://www.google.com/maps/search/Bukit+Gong+Terengganu,OSM,Bukit Gong,Bukit Gong,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gong,False,False
5573,Bukit Gong Jenjarum,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Gong Jenjarum,,,True,0.0,Free,,4.6403653,103.2901418,https://www.google.com/maps/search/Bukit+Gong+Jenjarum+Terengganu,OSM,Bukit Gong Jenjarum,Bukit Gong Jenjarum,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Gong Jenjarum,False,False
5574,Bukit Darat Batu Rakit,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Darat Batu Rakit,,,True,0.0,Free,,5.4281765,103.0243918,https://www.google.com/maps/search/Bukit+Darat+Batu+Rakit+Terengganu,OSM,Bukit Darat Batu Rakit,Bukit Darat Batu Rakit,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Darat Batu Rakit,False,False
